id,name,text,location,friend_count,follower_count
21031796,Julie_WrdNrdGrl,World War II https://t.co/eAVfViWLK8,Philadelphia/South Jersey,513,3221
1963680631,mannytxgirl,"#CNCOWorldTouryall suck ass, no pics or videos!!!! 1600.00 hard earned cash and we can't record!!!WTF",,38,221
765635450,tittin72,,29,244,
34958203,SharonDavis411,@ChatByCC @realDonaldTrump I bet you wouldn’t feel that way If you lived in Puerto Rico.,"Frisco, TX",144,1070
109009786,findannie,"@LauraRispoliArt @SamHeughan @MyPeakChallenge @Writer_DG Laura!  That’s my favorite so far, I think!  How talented you are!!",,119,506
3357541245,OutlanderHome,"RT @AngusAngels: The second half of #TheBattleJoined starts off with an awful lot of tension in the Randall household! Morning, Angels, let…",Scotland 1743... USA,32712,2157
2890271614,kathysmargiassi,"@sabaatahir How about ""cheese quesadillas""? That irritates me on the same level",,10,109
21218175,Naaaade,@Renner4Real LOL!  x x x x,Brumingham UK,644,2954
213138304,MarchioroSilvio,"RT @VikkiMC45: @_DavidGilmour Penblwydd hapus, David! #DavidGilmour #PinkFloyd #HappyBirthdayDavidGilmour https://t.co/u0QtxLuq2a",01960,15,120
757999534937108480,cindytreadway5,Ms. Melissa and Miss Kylie are having fun in centers this morning with their students. #ReadAcrossAmericaWeek… https://t.co/vtNqOschHR,,171,484
949998315390857216,Holliebenn1,@romannberrux 🙋🏽‍♀️🍸,🌍,70,934
799821545719754752,tucker_yage,RT @LMESTigerNation: What happens when you get a flat at work? Family and Service!! #fcps #focus https://t.co/4AHO0ETQ4e,,28,87
722517867590217728,dapolletts,@EdinburghTattoo @edinburghcastle Greatest Show on earth!,"Bay Roberts, Newfoundland and Labrador",25,62
1065537344038727680,Vittoria_7177,,1,37,
921112357820133377,finesekeekee1,Issa meal all day everyday https://t.co/7dVeimLgSj,,3,29
1008139591738683393,LulIryy,@shawnwestbrooks amen 🙏🏽,"Covington, TN",559,4545
813055669494378497,sheila9678,@dailycounselor @moon_artistic Happy birthday. Mine coming soon on the 16,,23,83
967743011282186241,sigrun_hammer,,6,328,
753290286390996993,sunburnedblonde,HA https://t.co/UH1pzggSHe,"Jacksonville, NC",132,185
852586787147051009,michelle_verran,I'm good with this! https://t.co/qQxhEAUvgn,,2034,442
1079654697454235649,SunnySideUp2796,"@Outlander_STARZ God, I love them.",Germany ,3,43
299826053,betan8615,"RT @ericswalwell: Our kids should be worried about Barbies and Hot Wheels. Not this. 

https://t.co/erk8lSML12","Cooper City, FL",81,516
1087372745355259905,Julia12960786,,8,154,
1088921760412495873,CrystalAntoin11,@geno_acedo @BraedenClarke @Outlander_STARZ @OutlanderCast @OutlanderHQ @Writer_DG @OL_America @OutlanderUniv… https://t.co/53Rwpjxb5f,,0,1
2322883472,gabrielebi29,"6,43 @CharityMiles for @savethechildren. MPC 2019 Mile Group mpc2016
https://t.co/V2YAqfTjoR https://t.co/9PfIc33GOu",,52,70
289438608,Stephsmile13,@BlueJaysDad The young ones will get it going.  We just have to be patient.  I’m hoping soon but hey... me loves my Jays so it’s ok!,Canada,102,625
200641426,DebHenry1,2 people unfollowed me // automatically checked by https://t.co/bymtmqJiEJ,"Barrie, Ontario",335,1654
1033147978415042562,marie_casanave,@moody_dumpling Pretty sure I’m on a watch list 😬 https://t.co/hkC6TaVrId,"Louisiana, USA",138,390
958329757,ElyseAshton1,@LaughOutLander @Outlander_STARZ He is an exceptional villain! #outlander,"West Hollywood, CA",986,2008
223701919,kef357,@DEADLINE @TheOrville @SethMacFarlane We did ‘swallow’ this type of show from you Seth and we love it so very much… https://t.co/ues6VQBW73,,238,1929
21138337,laurajmay21,"May Family Adoption on @Bonfire https://t.co/rl6tJyiDkW

#matchthemays #adoption #adoptionrocks",Mississippi,235,1073
803558305,DonnaSheha1,"Nashville, TN",379,2952,
80423843,Nicholsondk,RT @SpenceJen: Our short film @dogbitemovie will be screening in LA at the Artemis Women in Action Film Festival on April 28th! Starring yo…,Vancouver,395,241
1599034274,kpberk,@OhNoSheTwitnt https://t.co/xly6S85Zbq,"California, USA",22,378
4128797602,jillewool,"New Listing! It's a beauty! Call me for a private tour!
https://t.co/W2NVAAeyta","Snohomish, WA",18,95
544912294,Kittie9000,@LupinMaximus https://t.co/EBKRQxJAya,Northern California,140,1050
21517223,Breanna_A89,RT @RealHughJackman: Got to sit with the cool kids today!! @zoesaldana #ZachGalafinakis #MissingLinkFilm https://t.co/sqeMHp3LVp,Wisconsin,1345,3905
4844266408,NYCOutlander,@ingeoppenheimer @OutlanderHome @Outlander_STARZ @nyctartanweek @grahammctavish So sorry to hear that! You will be with us in spirit then!,New York City - 5 Boroughs,1459,2035
1030969795842400256,EPanchyshyn,"RT @orkneycom: From a Neolithic village to a wartime chapel, some craggy coastline and everything in-between, find out how @_smidge experie…",United States,13,111
762645410,BlainesLegacy,"@TGingerlad Same here. However, I liked Goth clubs but they're hard to find where I live.",United States,44,162
243002283,mountainlilly30,@OutlanderHome I’ve read all of the books so I knew basically what was going to happen but Outlander knocked it out… https://t.co/7An0PuMcuO,"St Albans, WV",10,71
719363060394135552,Leftovertips,Follow our next project @undertheroof16! @STORYHIVE https://t.co/SAU2ZDBsQ5,"Vancouver, British Columbia",488,3642
2435691437,linda_alp,RT @momofilmfest: Have you got your tickets yet? Pre-sales have started! Be quick.. https://t.co/vt6ZWOEaB2,Central Switzerland,1201,2264
1516993448,MirandaKohl,I was so cute. What happened 😭 https://t.co/X4DR1rEX8o,,238,191
42214327,blegarza,@pdxalerts Swinging a mechete is threatening to everyone!!,"Pearl District, Portland, OR",56,171
2764448696,mwiemann1,Just cried my eyes out like a baby watching #SPN300 omg. Congratulations #Supernatural crew. Looking forward to many more.,St. Louis,22,106
2778211257,mkaurand,RT @Writer_DG: Just heard there's a horse called Outlander running in the Grand National today!  #FingersCrossed,"middle of nowhere, Kansas",77,307
175831997,carmenmoore1,"I miss working on this show, and all the amazing people I met in Scotland. At least I get to see @JohnBell @SeraLys… https://t.co/MxINRMRIbB",Canada,4342,803
531612609,zorgob2017,@ChrisEvans I want to hear it. Help me understand the other side,"Virginia, USA",9,149
2415926210,rose_branney,@NancySimonds1 @OutlanderHome @BraedenClarke @TallShipProds @Sheugs @TheMattBRoberts @OutlanderWriter @SamHeughan… https://t.co/PEUhFojUQv,Perth australia,3,49
592878531,alu4kids,,273,274,
31415239,SallyWelling,"@MrStevenCree @OutlanderHome Darlin' boy, I have shoes older than you!! ROFL",East Coast Canada,18,125
151954381,willwritesgood,RT @kimrrenfro: I wrote this two years ago and I stand by it. Stop asking me who will win the Iron Throne! Nothing is #ForTheThrone! The re…,"Los Angeles, CA",11354,6474
340442064,MzHerron2006,Your Mind!!!!....lol,189,370,
135859156,peachgirlem,RT @NaturalistDara: This is absolutely shocking? I mean netting on a sand bank? Why?!!! This seems like an abomination! @morss_alex could t…,"Poole, England",276,1386
482411478,Rokinrobinc,,74,1023,
3368354775,GrambosSusan,"Happy birthday.  Kindness completed, with joy to giver and receiver! https://t.co/nFg6tDxZsS",,10,138
20421591,roxyparvizi,Like why is she so damn gorgeous... she’s frickin stunning!!,"Los Angeles, CA",146,458
436945887,suflogua,"@teribiglands Wow, that is beautiful work @teribiglands 

Good luck on the contest 😊",,21,60
4794821603,sheehanleslie1,"@Oaklandtnchmber @suptking Pattie, you look ahhhmazing!!  Hugs to you and Joseph❤️",,81,318
845191938,Carmil84,Scotland,53,259,
3436252131,YoKiKomics,,23,830,
2273033194,402itous,@CesarDomboy Happy Birthday!,Mizzou,15,79
2588328938,oldspacegirl,RT @originalgriz: Trump got mad at his daughter for criticizing child molesters. Think about that forever.,"Cocoa, FL",3,32
99027950,belden1978,@violadavis @Kwakualston @Essence Beautiful,,31,444
1428292592,clmsunflower,RT @AuschwitzMuseum: It's simple: be respectful. https://t.co/qqb5rbwZur,,33,898
1723747314,ChynnaNever,@Monstercat @souljimusic @RlOTmusic @marshmellomusic @DirectOfficial @dirtyaudio @Modestep thank you all for making… https://t.co/wFRGPLfnTR,,134,394
369906676,ChelseaHowey,Out for a dinner at the new glowbal with these chicks. #glowbal #vancouver http://t.co/rnOG5XVosI,,81,99
532042746,2bcharlene,,1,1,
52311035,Leigh_Anne0712,TSW create a Voyager (rocket) to travel into the Universe for letters U and V. I was amazed at the knowledge these… https://t.co/zKJjVAjWHw,"Cordova, Memphis",59,168
735107302538248192,BCESMustangCity,"Fayette County native; Fayette-Ware alum! Thank you, Dr. Cunningham! ⁦@suptking⁩ https://t.co/Hi6xMkZZvC",,715,95
887842510550302720,RenesiaRivers1,Happy 5th birthday https://t.co/gfczs4GPOH,,7,120
898643923706544128,FCPS_CASteam,7th grade Medieval projects in STAR Socisl Studies at WJHS. Way to go scholars! @suptking https://t.co/t54SD8iiRC,,121,347
899176169177841664,MariePierreDup5,"RT @MarkRuffalo: If you haven’t already, stop what you’re doing and watch @EllenPage’s powerful truths in @colbertlateshow. 

@realDonaldTr…",,0,9
821942989778026496,samheughanfan1,The Wedding 👰🤵 Part1 - reliving #outlander #season1 #claireandjamie ❤️🔥❤️ ‘where did you learn to kiss like that’💋… https://t.co/HvLQbB8gME,"Richland Center, WI",1135,754
880447020384878593,BookishBaroness,"RT @StuffVegan: As a meat eater nobody ever asked where I got my fibre from. Not a peep about phytonutrients, vitamins, minerals or flavoni…","London, England",24,73
1571517446,angelajmalcolm,"@ScottJKyle1 @FraserMurdoch9 Lol i thought that was the start of a “blond joke” 🙈
before i scrolled a bit to the picture.....🙄💁🏼‍♀️","Inverness, Scotland",97,49
901321383325696000,courtxdawn,"RT @TheDweck: White House yesterday: Liberals have created a delusional fantasy in their heads that we’re supervillains 

White House today…",,47,1305
842534832504799233,jwade333,"just live
 https://t.co/H0UiWuLTiz",,3,50
759399107387621376,EstherSu09,"RT @VisitScotland: Is this YOUR idea of House Goals?! 😍 #YCW2020 📍 Loch Glass, #Highlands 📷 IG/merlins_mind https://t.co/7XHJdrEKft","Rheinland-Pfalz, Deutschland",444,855
1060289428206354434,PetraMiddendor1,"RT @DECScotland: We are renewing our appeal for the people of Mozambique, Malawi and Zimbabwe, overwhelmed by #CycloneIdai.  Huge thanks to…","Nordrhein-Westfalen, Deutschla",11,37
1071549792638173185,aprilrcrosby,"@wwwbigbaldhead It was awesome, as usual. Really loved this season! I like Daryl being more involved in leading the group.",,3,133
1083784341224914946,TraciRaby3,@SamHeughan @Outlander_STARZ Absolutely!,,33,265
3061625861,BasiaGol,RT @TartarugaTanya: Today is #InternationalDayOfSport for Development and Peace. Be inspired by the example and energy of sports from some…,,27,199
864196745907109889,DerekSm79362566,@geo_mcgill @StevenK86 @alexrae1969 @KThomsonAcademy Not one citing all against celtic  ....brown  reacts  cited 👌 https://t.co/sD7ZH2OTvt,"Glasgow, Scotland",68,313
1107053771232870403,pacwoman73,,2,223,
385954833,Jens2boyz,"RT @BCESMustangCity: Career Fair 2019 was a movement-MOVE 👏🏽 MENT 👏🏽

Students had well thought-out questions prepared, and were engaged wi…",,369,1095
1422156810,basicallyalana,,63,378,
2917792788,lauracoker58,@JohnLeguizamo Ladies first.,Studio City,273,1363
842462231652630532,JulieCarleton,"RT @Jake_Vig: Something tells me this isn’t this turtle’s first rodeo...

https://t.co/AAelhGtONQ","Massachusetts, USA",7,98
227122205,clau_macbe,@speaknow_zayn @silvanab01269,Lima - Perú,412,1865
739595723755249664,Hilary_Met,,5,345,
21156894,JaySickAh,"Tickets avail 4 purchase for the new Canadian musical thu TYT, ""One Small Step"" https://t.co/U4PvJTdfOA 
Let them k… https://t.co/rTsVTfAZIa","Toronto, Ontario",254,453
42877984,LCLesho,"@romannberrux Happy Christmas, Romann!",So Cal,22,201
36695072,salamonefineart,"@AlishaRai , saw this on a book outing yesterday. :) They had no more copies of this title. https://t.co/Ih6g7arj0F","California, USA",1650,3617
48524321,SPIguy88,"RT @swear_trek: Report, Mister Worf https://t.co/SxqvPZ6o75","Florissant, MO",163,575
475679781,GabrielCarter4,@shanebarnes Shivers. And amen.,"Vancouver, BC",405,251
1424063527,xaschly,RT @jeremiahfraites: 🙏🏼 https://t.co/9d2QFz065k,"Cuernavaca, Morelos",44,149
2921870377,LambertKbert,"RT @MyPeakChallenge: “If you don’t reach your peak, you can touch it with your heart.❤️ 

Fantastic things can happen on your path to your…","Clovis, CA",69,552
968995016243843072,FibroElaine,RT @LarryTh24: Let's not forget this. https://t.co/6nG1Mpw86D,"Little Rock, AR",392,1168
324230194,sweetriknlady,"RT @bearmccreary: OMG I just won a #BAFTA! This is insane. Thank you to the British Academy, and especially to @corybarlog, and everyone on…","Florida, USA",880,1782
447417395,smallworld96,@AlliFlowers Flora-bama 😛,"St Augustine, FL",540,344
17306677,ElizabethKM,"RT @DebsterPA1: This man deserves an Emmy, People’s Choice, SAG, BAFTA and every other award for television excellence.  @SamHeughan you el…",Ohio,37,362
120917046,Flygirl_41,@TomiLahren https://t.co/rufP2cje12,AZ ,20,159
25726016,rosech0sen1,"Fresno, Ca",128,4724,
232277060,LauraMalorzo,Famous Pork Chops https://t.co/v3nYeXcVYa,"Livingston, TX",2100,2341
38818888,YoKnickerBoxers,@waverlyleigh @nwalks OMG,Philippines,628,2031
3103294539,matpoc97,"RT @NYinLA2121: This is the best 2 minutes and 21 seconds you will see today. 

You have my personal guarantee.
https://t.co/AA5vYV4lOn",,31,212
3163018315,AlisonRostek,I’m a Pisces and that’s why I’m not feeling well https://t.co/EaAERNJxwJ,No where,81,474
2742903885,RDKleiner,@lindaniellel can we go see this little guys in March?! https://t.co/pBzzAil2gl,,56,395
26403920,Phoenixuni,"RT @SamHeughan: Maxine is supporting a wonderful cause and she’s pretty wonderful too!
https://t.co/GpxiqWX06L","New York, NY",140,1151
2741150800,an1kawaals,RT @BakedZitiFanz: Kaitlyn Bennett shits herself pass it on https://t.co/sQ73Fd57en,"Brentwood, TN",115,622
2252295248,janizzel_17,Texas Girl,182,509,
463969365,amazingkerry,@oscardismore That’s good too hear,"South West, England",217,715
2324110421,DuduLopessp,@DivaDepressao Parece Carrapicho que gruda no tênis,Brazil,91,76
4473984088,PCibert,"RT @Limportant_fr: Aux jeunes qui ne votent pas: «Vous ne laisseriez pas vos grands-parents décider des vêtements que vous portez, pourquoi…","Puy-de-Dôme, Auvergne",96,316
64742490,jwebb52,"RT @TinyTunney: Since Tumblr took down this post (Caitriona Side Eye dot GIF), here's a thread of the best of SamCait's 1x09 The Reckoning…",United States,528,858
352853083,leahbmiller,Happy to say we are back to 100% attendance today. Way to go Pre-K3. @BCESMustangCity,,18,17
414176346,M6mmiT,😍 love this By @nickjonas -    Chainsaw https://t.co/nVg0mPEHog,Eastern,82,97
430945373,DarleneSaigeon,"@stacynance85 @suptking Thomas Nance 
BCES
Congratulations!",,2,11
905178206,Belleima,"RT @anne_theriault: By the age of 35, every woman should:

- be walking around the house saying, “Why is every single light on? Do I look l…",Next to my idiot spy husband.,49,252
789924908897755136,JoanneLetendre,@BarryWaldo Love this! Thank you for sharing; following them on Instagram now,"Sedona, AZ",166,259
106736739,iviceronsouza,"Bogotá, Colombia",73,2775,
614048869,melissaled,"RT @ThatsMrNeil: That high pitched wailing you hear isn't a siren, it is every member of the @CPC_HQ caucus taking to social media with scr…",,188,322
14625894,seyon,,116,650,
1586703463,marschani,@sniskybobfry @SonyPictures So sorry to hear this.we will miss your work.,Virginia,764,1596
4502453352,NancySimonds1,"Thanks, Andreja! Happy evening!❤️❤️❤️😘😘 https://t.co/D2MeumoNWq","Kansas City, MO",1224,1223
80622696,gocciadibuio,"Dire quello che vi pare a livello artistico, organizzativo, non sono nessuno per mettermi a sindacare o giudicare q… https://t.co/iH0PZD0zhB",Italia,1437,965
25291882,rosebud76,RT @ZonePhysics: Wave touching the cloud. https://t.co/3qBMxYORJT,"NJ, USA",40,289
960436376503291904,Sandra15849332,,3,164,
3772869740,TashaSunshine99,,118,613,
608031853,L_Biancarelli,@ijustine Coral 😊,"Bastia, France",1331,3960
191988846,StevenStiller,"@paisleymedia2 Awesome, I'm such a huge @octaviaspencer fan.","Vancouver, BC, Canada",479,641
335909999,MandyPandy0712,RT @david93burt: Am no being funny but this dug could borrow Lewis Capaldi’s ID 😂👀 https://t.co/3zDAXvhV2T,England,110,306
1627663472,lamcftlrh,@llulekuqe https://t.co/DSRaOGloie,thuthu la street lol,1286,970
407524463,TinkCreek,Off to New Delhi today. ✈️ https://t.co/R4FQq1NYlv,"San Francisco, CA",91,611
897995878417534976,mchesh58,RT @SamHeughan: Ah the Big Yin! https://t.co/wL1HDHrM3v,"West Midlands, England",1567,4840
334740586,MVioletSDiary,RT @zapeandola6: Dale RT 🔄 si quieres que Salva sea el GANADOR de #Chisteando🤣#zapeando1326 https://t.co/RP2ihNMx1t,Madrid,237,415
1002867834,VickiLGibson,@gregrikaart Yes!!!!!,Kentucky,543,662
34962558,liveinvan,@ScreeningsBC @captainmarvel @BenMkWrites Vancouver please,"Vancouver, BC",2,232
1302211711,Scalia9SL,@ABOotlanders Bwahahahaha,"Calgary, AB",276,540
3156880512,mymtbrain,"#Droughtlander #5
#Outlander
@Outlander_STARZ https://t.co/AAlpK0DOLi",Worldwide,11432,2885
846404303283720192,DrTanHarris1,U-Day at OES @OESrockSTARS @suptking https://t.co/EyxWKHYDQ4,"Bolivar, TN",80,46
1096986408852557824,BlueEyedScot917,RT @mstiefvater: 2 days ago I sat in the library and read a drawing book that said that all you needed for a likeness in a portrait were th…,"Tennessee, USA",8,100
1110955640040624128,franziB28194197,RT @jameelajamil: Morning. Thank your body today for all the stuff it’s doing to keep you alive. Corporations hate it when you feel gratefu…,,16,211
856076111649935360,Zillixify,@NEAnalytica VFX would definitely be the right choice in the remake of these films. It would definitely attract the… https://t.co/esq2RlZ1wB,,24,329
727296765058256896,SarahSomething7,Guess who...@EaglesSouthwest @suptking https://t.co/qKH0SUTTwQ,,156,152
861290466435895297,lokisthot,"RT @hiddlestomas: me: h-

russos: this isn't even in the movie. none of it is real. you think you know what's gonna happen? you don't. you…",Broadway ,23,240
22684804,rocketlady,https://t.co/anY0nPbfxd,"Reno, NV",62,306
904188591252934656,BP2_BooksnTea,A blast from the past on @YandR_CBS  @sharonlcase @JoshuaMorrowYR @EddieCibrian Julianne Morris Polaha https://t.co/hJX7Q6Dc7K,Courtenay BC Canada,311,565
897799812753625088,jacqueline_curl,"RT @MyPeakChallenge: Humans need to drink water to survive. 

Each day, we need to replace about 2.5 quarts of water in our body, but that…","Florida, USA",42,460
902719777977896960,MarianaPaolaGu1,RT @TwainFans: Hey guys its ACM - Academy of Country Music day! here is Shania arriving at the 48th Annual Academy of Country Music Awards…,"Córdoba, Argentina",1393,2600
1055494947791605762,martandres7,,6,19,
3405915275,TerriOnTVPlus,"@SteveHartmanCBS is a hero of mine. When I worked at @CBS , I fangirled all over him in an email &amp; his response was… https://t.co/ioBX8ErCsh","Los Angeles, CA",741,1792
909590869141000193,Paparazzibyafe,@CurtisVeiock Psst... hey kid...,"Ohio, USA",11,77
2949280910,CindyNavyMom,United States,1455,2419,
1085677998110576641,karenW11373549,,10,111,
1061196944,ncjaimie,"RT @Lin_Manuel: They super didn’t.
91 Billion was the estimated DAMAGE.
Puerto Rico is still WAITING for most of their allocated relief fun…","Fayetteville, North Carolina",70,278
1190866056,Nathalie_rsi,@MariaLaRouge I'm your chchchchch cherry bomb!,,21,99
50281618,PurpleNaNo,@safiyajn @Bubblegumfemme @nagham,"Toronto, Ontario",6958,6343
2956186771,s_onny57,,1,68,
540249230,jneeg818,"Kennewick, Wa",239,644,
721916079274995712,signz96,😂😂 https://t.co/4Sf9Sfq5UQ,Canada,107,230
952442006,KathrynVinyard,"RT @cmclymer: This commentary has been in the works since last year. I am so grateful to @Faith_Salie, the @CBSSunday production team, and…",,91,163
25429142,burkey71,@BRhonnie @MsAmyMack Ooh! Dr. Who!!,Manitoba,326,1044
1058768228690857989,PPositivity22,@hattiesoykan Too bad it's not real life! I'd be laughed out of the pool if I went out and danced!!,Everywhere,48,185
364461214,sara_in_az,Arizona,161,528,
3300863139,Allenrnee,@sniskybobfry Ewwwwwwww,,58,196
1068196983507161095,BonnieP95609482,@ASAQ_3 Beautiful child!,,15,74
103875751,kerryjayneO,"@StephaneOmeonga Great win today at the pink bus shelter but if you think that felt good, just wait till you win th… https://t.co/wIoM6v5hdN",edinburgh,59,379
220187815,cwentz106,"Cleveland, Ohio",8,181,
1085160811746725896,BlackbyrdGyrl1,RT @MuggleNet: Be careful on your way to Hogwarts! https://t.co/BpfDVt4SUG,DC-ish New York Native,456,2026
1284095118,ayyyliiliii,"@tatixoxx ""not that kind of cream!!!""","California, USA",164,300
391634092,graeme_mckenna,RT @terrycrews: @jameelajamil IS MY HERO https://t.co/HtCXJLOmxm,edinburgh ,101,1001
4538322095,LeeMTipton,RT @christuckerreal: Today is Jackie's birthday. I want to wish my boy Jackie Chan a Happy Birthday!! https://t.co/uvcPydRJ5e,"Eastern Kentucky, USA",9556,8447
578043056,Heidikielhorn,"Eastern Passage, NS",19,222,
959628463,ShatilleM,Everyone matters http://t.co/6CMHfai7cL,,150,331
2914161845,jackiemills64,@EwenDCameron That was sooo funny. Nearly crashed my car was laughing so much.,,102,285
4124933305,My2Roommates,"Airdrie, Alberta",1263,4489,
1308824581,wamozart53,@Writer_DG Hopefully they will have aged gracefully💚,"North Andover, MA",25,104
30192830,Gattino73,italy,462,3142,
442993860,MichelePoorter,RT @elonmusk: Starhopper https://t.co/VRnAUPjWPt,,209,1215
2443099339,eowyn628,@Lucky_TwoFive @HurstHair @RamboDonkeyKong This is amazing! You're super talented!!!,Chilly Minnesota,22,195
23491788,EowyntheFingGem,"Me, when my lovely grandmother can't go 3 sentences without talking about god or religion: https://t.co/MprKCrHt2Q","Kaer Morhen, Hertch, Kaedwen",413,776
782340743293644800,kim_guidry1,"RT @GameOfThrones: We must fight together now, or die. #GameOfThrones https://t.co/Orp72rTcM8","Diamondhead, MS",53,104
111097043,sayfritz,"@Kelly62736410 Boa noite, amiga!! Te recompõe e volta com tudo!! 😉",Uruguaiana RS,3605,4415
1195605206,chris_mack2,"@TerryDiMonte There is so much gold in this article: ""...the flatulence had caused him 'severe stress...'” ""...his… https://t.co/y1aRl59YvW",Montreal,86,833
23870684,liv4joy,"Ohio, USA",214,2700,
775353554282438656,greyhoundsmokey,"PAYBACKS  ARE A REAL BITCH

Suspected rhino poacher killed by an elephant, then eaten by lions in South Africa

https://t.co/7tUE5IHbVR","Pennsylvania, USA",776,3449
3103832833,kpitt56,@Sass3Journey @EdSpeleersNews Happy Birthday Ed !,"Seattle, WA.",87,305
2785926369,patssoxrn,,10,192,
317541609,LynnKersting,@shellseanp @Annikaatje666 @myendlessejami That’s even my Outlander Claire shirt 😆,,810,459
1593496818,HistoryGirl1776,RT @Phillies: RT if you love @rhyshoskins. https://t.co/xRGj4zocmc,"Philadelphia, PA",73,839
915237882788552704,alishaw45289737,,4,93,
890995656667668480,livannesehli,Yep,,1,41
866943624071847936,AndSmith02,@George_Osborne I think that horse may have bolted sir.,"Hertfordshire, UK",49,573
384138501,kkkatelan,RT @GlobalEdmonton: WATCH: It's a crucial time of year for #yeg charities but a slumping economy isn't helping https://t.co/KJgPeC6UMa http…,,44,131
842069527466778625,niles_jasmine,Gotta Get My Body Right For The Beach!! 👙⛱ #BaeCation 🤔🤔,"Memphis, TN",0,36
892899114072932352,shirley39978880,,0,22,
1976943878,sydney_jolie,RT @faithmackenzie_: Under NO (zero! none! at all!) circumstances should you use an apostrophe to pluralize a noun. Never!!! Say it with me…,|-/,77,161
910255167118876673,MyTravelEscapes,RT @AMAZlNGNATURE: This made my day 💙 https://t.co/qnLI3x1pVO,,11,151
875745809094123522,aivlis1202,RT @GretaThunberg: Finally some good news!! The @guardian have decided to include CO2 levels in their weather forecast. Please share this n…,Deutschland,78,291
841628249839017986,PeigiFenella,RT @hels: This thread is a wrench of the heart https://t.co/T9a3yAWflK,,3,185
226628877,missusnix,@BitchestheCat Berlioz &amp; Toulouse https://t.co/3qevVKEyTM,Happy House,82,1394
39792006,Thrillckr,@tomandlorenzo @Brandonmaxwell @BravoTV I love hearing the under-the-breath comments from the judges.,"Birmingham, Alabama",380,1489
15629583,judethat,RT @boadicea23: @SamHeughan https://t.co/XUQRVO9B3n,"Swindon, United Kingdom",31,436
424408341,caillaudtatiana,@AlloMelanie @Fizwizbiiz Mais oui très bien et moi je t’ai dit pourquoi je voulais pas regarder mais pas que tu ava… https://t.co/0geTXZMpig,"Los Angeles, CA",210,485
52782359,LaChicaEl,Earthly,28,1019,
628020504,1WyrdWitch1,@DaveAlexRoberts Ohhhhhh yes!!! So exciting!!! https://t.co/NDIqzL5Ibj,Turtle Island,96,237
2320936216,EmilyPWC,Waking up with #JamieBear https://t.co/8u7kR5Ay4U,"Trappe, PA",37,117
1176947994,LisaStarnes27,@BCESMustangCity @suptking Yay BayLee!!,,106,128
252896536,Courters97,RT @sleepingwithtyy: It be my third birthday 🥵 https://t.co/P6ZFNeOQsF,Wonderland,660,971
36474145,lnester,"Financial matters are your number one priority today. Luckily,... More for Aries https://t.co/k3ql3HOqtj",,811,1761
236930338,akastevescurry,home,9,278,
3744789795,PAIN_TOXIIC32,"Youtube is Pain Toxiic32, I have ps4 GTA, Call of duty: Black Ops3, Rocket League, And Last of us. Add Pain_Toxiic32 if you Wanna be in Vid",United States ,91,348
37647655,vallysue,@NancySimonds1 @BraedenClarke @TallShipProds @Sheugs @TheMattBRoberts @OutlanderWriter @SamHeughan @caitrionambalfe… https://t.co/CZ5armb71p,"New Brunswick, Canada",37,179
43748649,Harley4Us,RT @DUANEALLEN: The Queen is set to invite Donald Trump for a full state visit https://t.co/47ar3HhXvd,USA,238,1011
156591402,IpsaBasu,@TheTweetOfGod Already do. ❤️,India,42,274
22095146,SeraLysMcArthur,@chixtumanitue 😔,The Simulation,1964,674
148733230,Tharapin,"RT @ruslantrad: ""...the Christchurch killer didn’t see himself as an Australian; he saw himself as part of a white collective."" https://t.c…","Fræna, Norway",142,671
72826160,LlaurenLyle,"@callthemidbalfe @EmiliaThePlay Claire, it’s one of the best things I’ve ever seen and I think I’m still crying and… https://t.co/L6DPJPSfwM",London/Glasgow,20872,656
2861239600,CrazyAssBueno,RT @SethMacFarlane: https://t.co/aw2Z56XDOH,,10,130
45550900,mamoahina,"Wish I could check out the Friday night happenings, but too tired after 14hrs. of work. https://t.co/BCB0OO0rxZ",Jewel of the Verdugo,190,3090
26180917,sshistorygal,"Edmonton, Alberta, Canada",117,499,
309263671,MaraElizabeth_,RT @megmcneilll: Overheard 80+ year old women in hair dressers: I better not bloody die before the new Game of Thrones comes out,Cincinnati ,241,375
913092066128928779,teribiglands,@clrgygrl thank you Heather! It took a lot of organization prior to piecing. Each block has 4 pieces. So each fabri… https://t.co/Otn8jvEdzc,"Peachtree City, Georgia",1415,1453
564718909,lotteverbeek1,"San Sebastián so breezy 🌊 @ Donostia-San Sebastián, Spain https://t.co/YZKHtsK3Na",Hollywood,60552,452
148217151,nataliee_1,@cinquecento62 Perfect combination in my book! Thoroughly enjoying this trip...keep the pics coming 😁#couchpeloton,Australia,575,2102
468970820,BrittyMartine,@NetflixLifee @TheLastKingdom @LuciferNetflix Uhtred!!,"New Hampshire, USA",74,274
548853060,reba6587,"RT @backt0nature: Ever seen a hedgehog stretch...
https://t.co/vksDjPQDkh",,87,379
981013516139167744,Phyllis06818886,"@TyrannyOfStyle @OutlanderCostum This was so great! Definitely, costumes should not distract.",,1,83
3017145671,undreabryant1,RT @cpwright81: If you don’t like what’s coming “out of you” then change what you’re putting “in you!” You can only withdraw what you depos…,,57,263
2884459847,RosiePosiePooch,@AbtahiOmid @TheRodneyBarnes @STARZ Tomorrow 😥 for us on Amazon 😊,"Rochford, UK",427,565
